fund,field,source,as_of,value
JUNC,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-136.70
JUNC,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-15234.90
JUNC,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,277.33
JUNC,totAssets,EagleSTAR TrialBalance,20260624,1232077.90
JUNC,totLiabs,EagleSTAR TrialBalance,20260624,277.33
JUNC,netAssets,EagleSTAR TrialBalance,20260624,1231800.57
JUNC,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
JUNC,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
JUNC,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
JUNC,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
JUNC,mon3Sales,EagleSTAR TrialBalance,20260624,996176.00
JUNC,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
KEYX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
KEYX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
KEYX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
KEYX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
KEYX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
KEYX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-1983.26
KEYX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,77.68
KEYX,totAssets,EagleSTAR TrialBalance,20260624,248346.98
KEYX,totLiabs,EagleSTAR TrialBalance,20260624,77.68
KEYX,netAssets,EagleSTAR TrialBalance,20260624,248269.30
KEYX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
KEYX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
KEYX,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
KEYX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
KEYX,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
KEYX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
KI,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
KI,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
KI,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
KI,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
KI,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
KI,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
KI,totAssets,EagleSTAR TrialBalance,20260624,250000.00
KI,netAssets,EagleSTAR TrialBalance,20260624,250000.00
KI,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
KI,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
KI,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
KI,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
KI,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
KI,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
KRWX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
KRWX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
KRWX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
KRWX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
KRWX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,280064.85
KRWX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-28744.82
KRWX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,25397.58
KRWX,totAssets,EagleSTAR TrialBalance,20260624,417247.29
KRWX,totLiabs,EagleSTAR TrialBalance,20260624,25397.58
KRWX,netAssets,EagleSTAR TrialBalance,20260624,391849.71
KRWX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
KRWX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
KRWX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
KRWX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
KRWX,mon3Sales,EagleSTAR TrialBalance,20260624,1175252.00
KRWX,mon3Redemption,EagleSTAR TrialBalance,20260624,1287098.00
KYC,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
KYC,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
KYC,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
KYC,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,-351.44
KYC,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
KYC,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-67945.92
KYC,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,323.40
KYC,totAssets,EagleSTAR TrialBalance,20260624,1412356.94
KYC,totLiabs,EagleSTAR TrialBalance,20260624,323.40
KYC,netAssets,EagleSTAR TrialBalance,20260624,1412033.54
KYC,mon1Sales,EagleSTAR TrialBalance,20260624,125000.00
KYC,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
KYC,mon2Sales,EagleSTAR TrialBalance,20260624,1353468.00
KYC,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
KYC,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
KYC,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
LASC,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
LASC,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
LASC,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
LASC,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
LASC,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
LASC,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-19934.06
LASC,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,77.98
LASC,totAssets,EagleSTAR TrialBalance,20260624,230396.39
LASC,totLiabs,EagleSTAR TrialBalance,20260624,77.98
LASC,netAssets,EagleSTAR TrialBalance,20260624,230318.41
LASC,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
LASC,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
LASC,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
LASC,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
LASC,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
LASC,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
LASX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
LASX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
LASX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
LASX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
LASX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
LASX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
LASX,totAssets,EagleSTAR TrialBalance,20260624,250000.00
LASX,netAssets,EagleSTAR TrialBalance,20260624,250000.00
LASX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
LASX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
LASX,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
LASX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
LASX,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
LASX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
LATR,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
LATR,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
LATR,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
LATR,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,60604.04
LATR,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
LATR,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,35416.92
LATR,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,345.59
LATR,totAssets,EagleSTAR TrialBalance,20260624,1568783.70
LATR,totLiabs,EagleSTAR TrialBalance,20260624,345.59
LATR,netAssets,EagleSTAR TrialBalance,20260624,1568438.11
LATR,mon1Sales,EagleSTAR TrialBalance,20260624,125000.00
LATR,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
LATR,mon2Sales,EagleSTAR TrialBalance,20260624,1345328.00
LATR,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
LATR,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
LATR,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
LRNX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
LRNX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
LRNX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
LRNX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
LRNX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
LRNX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,10869.30
LRNX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,78.22
LRNX,totAssets,EagleSTAR TrialBalance,20260624,261199.92
LRNX,totLiabs,EagleSTAR TrialBalance,20260624,78.22
LRNX,netAssets,EagleSTAR TrialBalance,20260624,261121.70
LRNX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
LRNX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
LRNX,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
LRNX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
LRNX,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
LRNX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
MAYC,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
MAYC,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
MAYC,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
MAYC,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,149438.95
MAYC,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-14614.73
MAYC,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-39710.68
MAYC,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,553.88
MAYC,totAssets,EagleSTAR TrialBalance,20260624,4730184.49
MAYC,totLiabs,EagleSTAR TrialBalance,20260624,553.88
MAYC,netAssets,EagleSTAR TrialBalance,20260624,4729630.61
MAYC,mon1Sales,EagleSTAR TrialBalance,20260624,25.00
MAYC,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
MAYC,mon2Sales,EagleSTAR TrialBalance,20260624,5275730.00
MAYC,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
MAYC,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
MAYC,mon3Redemption,EagleSTAR TrialBalance,20260624,646830.00
MDTX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
MDTX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
MDTX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
MDTX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
MDTX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
MDTX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
MDTX,totAssets,EagleSTAR TrialBalance,20260624,250000.00
MDTX,netAssets,EagleSTAR TrialBalance,20260624,250000.00
MDTX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
MDTX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
MDTX,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
MDTX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
MDTX,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
MDTX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
MGKX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
MGKX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
MGKX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
MGKX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
MGKX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,-6223.42
MGKX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-44948.92
MGKX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,9483.84
MGKX,totAssets,EagleSTAR TrialBalance,20260624,541681.37
MGKX,totLiabs,EagleSTAR TrialBalance,20260624,9483.84
MGKX,netAssets,EagleSTAR TrialBalance,20260624,532197.53
MGKX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
MGKX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
MGKX,mon2Sales,EagleSTAR TrialBalance,20260624,250000.00
MGKX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
MGKX,mon3Sales,EagleSTAR TrialBalance,20260624,332704.50
MGKX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
MIC,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
MIC,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
MIC,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
MIC,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
MIC,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
MIC,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
MIC,totAssets,EagleSTAR TrialBalance,20260624,250000.00
MIC,netAssets,EagleSTAR TrialBalance,20260624,250000.00
MIC,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
MIC,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
MIC,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
MIC,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
MIC,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
MIC,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
MNSX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
MNSX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
MNSX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
MNSX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
MNSX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
MNSX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,5212.30
MNSX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,78.07
MNSX,totAssets,EagleSTAR TrialBalance,20260624,255542.82
MNSX,totLiabs,EagleSTAR TrialBalance,20260624,78.07
MNSX,netAssets,EagleSTAR TrialBalance,20260624,255464.75
MNSX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
MNSX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
MNSX,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
MNSX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
MNSX,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
MNSX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
MSFC,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
MSFC,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
MSFC,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
MSFC,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
MSFC,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
MSFC,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
MSFC,totAssets,EagleSTAR TrialBalance,20260624,250000.00
MSFC,netAssets,EagleSTAR TrialBalance,20260624,250000.00
MSFC,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
MSFC,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
MSFC,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
MSFC,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
MSFC,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
MSFC,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
MSIX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
MSIX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
MSIX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
MSIX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
MSIX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
MSIX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,14096.25
MSIX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,77.77
MSIX,totAssets,EagleSTAR TrialBalance,20260624,264426.55
MSIX,totLiabs,EagleSTAR TrialBalance,20260624,77.77
MSIX,netAssets,EagleSTAR TrialBalance,20260624,264348.78
MSIX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
MSIX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
MSIX,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
MSIX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
MSIX,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
MSIX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
MSTC,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
MSTC,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
MSTC,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
MSTC,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
MSTC,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
MSTC,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
MSTC,totAssets,EagleSTAR TrialBalance,20260624,250000.00
MSTC,netAssets,EagleSTAR TrialBalance,20260624,250000.00
MSTC,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
MSTC,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
MSTC,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
MSTC,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
MSTC,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
MSTC,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
NVC,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
NVC,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
NVC,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
NVC,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
NVC,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
NVC,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
NVC,totAssets,EagleSTAR TrialBalance,20260624,250000.00
NVC,netAssets,EagleSTAR TrialBalance,20260624,250000.00
NVC,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
NVC,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
NVC,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
NVC,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
NVC,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
NVC,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
NWKD,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
NWKD,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
NWKD,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
NWKD,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
NWKD,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
NWKD,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
NWKD,totAssets,EagleSTAR TrialBalance,20260624,125000.00
NWKD,netAssets,EagleSTAR TrialBalance,20260624,125000.00
NWKD,mon1Sales,EagleSTAR TrialBalance,20260624,125000.00
NWKD,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
NWKD,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
NWKD,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
NWKD,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
NWKD,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
NYNY,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
NYNY,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
NYNY,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
NYNY,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,23665.36
NYNY,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
NYNY,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,15384.93
NYNY,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,189.07
NYNY,totAssets,EagleSTAR TrialBalance,20260624,1434298.64
NYNY,totLiabs,EagleSTAR TrialBalance,20260624,189.07
NYNY,netAssets,EagleSTAR TrialBalance,20260624,1434109.57
NYNY,mon1Sales,EagleSTAR TrialBalance,20260624,125000.00
NYNY,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
NYNY,mon2Sales,EagleSTAR TrialBalance,20260624,1266559.50
NYNY,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
NYNY,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
NYNY,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
ODDZ,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
ODDZ,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
ODDZ,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
ODDZ,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,2575.75
ODDZ,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,61756.86
ODDZ,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,37289.31
ODDZ,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,379.80
ODDZ,totAssets,EagleSTAR TrialBalance,20260624,1169848.30
ODDZ,totLiabs,EagleSTAR TrialBalance,20260624,379.80
ODDZ,netAssets,EagleSTAR TrialBalance,20260624,1169468.50
ODDZ,mon1Sales,EagleSTAR TrialBalance,20260624,125000.00
ODDZ,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
ODDZ,mon2Sales,EagleSTAR TrialBalance,20260624,1764217.00
ODDZ,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
ODDZ,mon3Sales,EagleSTAR TrialBalance,20260624,0.00
ODDZ,mon3Redemption,EagleSTAR TrialBalance,20260624,822912.00
ONTX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
ONTX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
ONTX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
ONTX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
ONTX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
ONTX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,9883.55
ONTX,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,78.03
ONTX,totAssets,EagleSTAR TrialBalance,20260624,260214.04
ONTX,totLiabs,EagleSTAR TrialBalance,20260624,78.03
ONTX,netAssets,EagleSTAR TrialBalance,20260624,260136.01
ONTX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
ONTX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
ONTX,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
ONTX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
ONTX,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
ONTX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
ORAC,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
ORAC,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
ORAC,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
ORAC,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
ORAC,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
ORAC,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
ORAC,totAssets,EagleSTAR TrialBalance,20260624,250025.00
ORAC,netAssets,EagleSTAR TrialBalance,20260624,250025.00
ORAC,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
ORAC,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
ORAC,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
ORAC,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
ORAC,mon3Sales,EagleSTAR TrialBalance,20260624,250025.00
ORAC,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
OWN,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
OWN,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
OWN,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
OWN,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
OWN,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,3378.43
OWN,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,-77612.56
OWN,amtPayOneYrOther,EagleSTAR TrialBalance,20260624,694.78
OWN,totAssets,EagleSTAR TrialBalance,20260624,3311020.43
OWN,totLiabs,EagleSTAR TrialBalance,20260624,694.78
OWN,netAssets,EagleSTAR TrialBalance,20260624,3310325.65
OWN,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
OWN,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
OWN,mon2Sales,EagleSTAR TrialBalance,20260624,125000.00
OWN,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
OWN,mon3Sales,EagleSTAR TrialBalance,20260624,3258699.00
OWN,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
PALX,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
PALX,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
PALX,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
PALX,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
PALX,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
PALX,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
PALX,totAssets,EagleSTAR TrialBalance,20260624,250000.00
PALX,netAssets,EagleSTAR TrialBalance,20260624,250000.00
PALX,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
PALX,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
PALX,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
PALX,mon2Redemption,EagleSTAR TrialBalance,20260624,0.00
PALX,mon3Sales,EagleSTAR TrialBalance,20260624,250000.00
PALX,mon3Redemption,EagleSTAR TrialBalance,20260624,0.00
PLTL,netRealizedGainMon1,EagleSTAR TrialBalance,20260624,0.00
PLTL,netUnrealizedApprMon1,EagleSTAR TrialBalance,20260624,0.00
PLTL,netRealizedGainMon2,EagleSTAR TrialBalance,20260624,0.00
PLTL,netUnrealizedApprMon2,EagleSTAR TrialBalance,20260624,0.00
PLTL,netRealizedGainMon3,EagleSTAR TrialBalance,20260624,0.00
PLTL,netUnrealizedApprMon3,EagleSTAR TrialBalance,20260624,0.00
PLTL,totAssets,EagleSTAR TrialBalance,20260624,250000.00
PLTL,netAssets,EagleSTAR TrialBalance,20260624,250000.00
PLTL,mon1Sales,EagleSTAR TrialBalance,20260624,0.00
PLTL,mon1Redemption,EagleSTAR TrialBalance,20260624,0.00
PLTL,mon2Sales,EagleSTAR TrialBalance,20260624,0.00
